-8.627337813377380371e-01,-2.844183444976806641e-01,8.879806399345397949e-01
-7.372196912765502930e-01,-2.391875088214874268e-01,8.919911980628967285e-01
-3.233375251293182373e-01,-1.210977137088775635e-01,8.271212577819824219e-01
3.050423562526702881e-01,-1.504817903041839600e-01,6.518641710281372070e-01
4.443998932838439941e-01,-3.203496634960174561e-01,2.888136506080627441e-01
5.100869536399841309e-01,-3.965055644512176514e-01,2.704868614673614502e-01
5.084590315818786621e-01,-3.655518591403961182e-01,2.081591188907623291e-01
3.129053413867950439e-01,-2.916494905948638916e-01,1.944526731967926025e-01
3.376936614513397217e-01,-1.564013361930847168e-01,-1.698412597179412842e-01
-7.322601228952407837e-02,3.333390504121780396e-02,-1.341381072998046875e-01
-1.978423297405242920e-01,2.843836247920989990e-01,-1.618052273988723755e-01
5.311664938926696777e-02,3.714521229267120361e-01,-6.866719573736190796e-02
1.604847311973571777e-01,4.011960625648498535e-01,2.997319959104061127e-02
1.509166657924652100e-01,3.896395266056060791e-01,7.166263461112976074e-02
1.115892529487609863e-01,3.607016801834106445e-01,8.992493152618408203e-02
-1.959962071850895882e-03,3.591550588607788086e-01,1.288364529609680176e-01
-5.378482490777969360e-02,3.173432648181915283e-01,1.339967399835586548e-01
-5.597091093659400940e-02,2.679709196090698242e-01,1.125229299068450928e-01
-4.570406302809715271e-02,2.132823765277862549e-01,7.769780606031417847e-02
-2.488063834607601166e-02,1.439011991024017334e-01,4.470855742692947388e-02
-2.381550893187522888e-02,9.488977491855621338e-02,3.244328126311302185e-02
-2.258338406682014465e-02,6.161268055438995361e-02,2.064483053982257843e-02
-1.765481941401958466e-02,3.579590097069740295e-02,1.769959926605224609e-02
-8.678456768393516541e-03,2.092226035892963409e-02,2.225841954350471497e-02
-1.818654942326247692e-03,9.146263822913169861e-03,2.711590938270092010e-02
-7.320939330384135246e-04,4.999961238354444504e-03,3.050426766276359558e-02
1.211411133408546448e-02,3.023883886635303497e-02,2.818734571337699890e-02
7.264575920999050140e-03,3.895211592316627502e-02,2.742988057434558868e-02
-3.320160321891307831e-03,5.168018490076065063e-02,2.834826894104480743e-02
-1.252456801012158394e-03,6.202332675457000732e-02,3.074341453611850739e-02
